fid,ID,Volume..L.,DBH..cm.,vol_opt_mean,Volume.Standard.Deviation..L.,dbhqsm_mean..cm.,DBH.Standard.Deviation..cm.,Number.of.Models,Height..m.,Surface.Area..m.2.,PatchDiam1,PatchDiam2Min,PatchDiam2Max,Processing.Time,X,Y,Z,Lat,Long,Elevation,plot_id,tree_id
2782,AM2_Mt_Grenfell_NP_3.0413,129.934189,14.693442,129.08,"22.05",16,"3",4,3.40432739,false,false,false,false,false,-43.3295402526855,-67.7973480224609,243.924392700195,-31.3260635066566,145.332700838652,243.924901499413,AM2_Mt_Grenfell_NP_3,413
2783,AM2_Mt_Grenfell_NP_3.0418,128.294342,22.3712742,115.47,"28.8",16,"6",4,3.4276123,false,false,false,false,false,-4.43712711334229,-39.0096549987793,242.685317993164,-31.3258038767133,145.333109452387,242.685439302586,AM2_Mt_Grenfell_NP_3,418
2784,AM2_Mt_Grenfell_NP_3.0977,125.934105,9.06793699,125.09,"5.04",9,"0",4,4.45327759,false,false,false,false,false,-24.0965671539307,-30.9662837982178,242.360748291016,-31.3257313348123,145.332902906001,242.360869235359,AM2_Mt_Grenfell_NP_3,977
2785,AM2_Mt_Grenfell_NP_3.0303,112.232193,5.99674359,117.11,"10.6",8,"3",4,4.38795471,false,false,false,false,false,-11.2305707931519,-121.715827941895,246.028259277344,-31.3265497876874,145.333038078047,246.029435133561,AM2_Mt_Grenfell_NP_3,303
2786,AM2_Mt_Grenfell_NP_3.0626,111.27388,7.42964745,111.54,"4.47",8,"1",4,4.32060242,false,false,false,false,false,19.5236339569092,-32.2221412658691,241.784927368164,-31.3257426612708,145.33336118951,241.785038936883,AM2_Mt_Grenfell_NP_3,626
2787,AM2_Mt_Grenfell_NP_3.1359,109.607559,9.4908677,106.93,"8.34",11,"3",4,4.6091156,false,false,false,false,false,-4.00396347045898,-96.9970397949219,244.540618896484,-31.3263268539113,145.333114003082,244.541360632516,AM2_Mt_Grenfell_NP_3,1359
2788,AM2_Mt_Grenfell_NP_3.0176,105.009682,7.09808841,103.81,"4.58",8,"2",4,5.45678711,false,false,false,false,false,17.7830448150635,-46.3305854797363,242.023559570312,-31.3258699027438,145.333342902737,242.023753276095,AM2_Mt_Grenfell_NP_3,176
2789,AM2_Mt_Grenfell_NP_3.0385,104.257614,8.41265023,104.65,"1.91",8,"0",4,4.81369019,false,false,false,false,false,13.9369354248047,-64.0123291015625,242.585922241211,-31.3260293711258,145.333302494835,242.586259947158,AM2_Mt_Grenfell_NP_3,385
2790,AM2_Mt_Grenfell_NP_3.0384,103.610527,15.4589146,105.48,"10.48",13,"4",4,2.92195129,false,false,false,false,false,-47.7878799438477,-90.881217956543,245.485961914062,-31.3262716953715,145.332653997215,245.4867908163,AM2_Mt_Grenfell_NP_3,384
2791,AM2_Mt_Grenfell_NP_3.0307,102.226654,14.7475779,100.07,"3",16,"1",4,5.4692688,false,false,false,false,false,61.4762229919434,-64.3268051147461,241.992446899414,-31.3260322058396,145.333801954724,241.993068563752,AM2_Mt_Grenfell_NP_3,307
2792,AM2_Mt_Grenfell_NP_3.0332,100.55674,11.2500712,101.98,"6.13",13,"2",4,4.54582214,false,false,false,false,false,42.6032600402832,-65.4297027587891,242.067916870117,-31.3260421535072,145.333603670607,242.068395956419,AM2_Mt_Grenfell_NP_3,332
2793,AM2_Mt_Grenfell_NP_3.0368,99.8751984,8.61786157,99.72,"2.72",8,"1",4,3.49641418,false,false,false,false,false,33.4907264709473,-105.375,243.271530151367,-31.3264024128671,145.333507933271,243.272491916083,AM2_Mt_Grenfell_NP_3,368
2794,AM2_Mt_Grenfell_NP_3.0769,99.4655762,16.869387,96.01,"8.09",13,"2",4,3.5606842,false,false,false,false,false,20.1471939086914,-35.3241157531738,241.82275390625,-31.3257706373952,145.333367740831,241.822883903049,AM2_Mt_Grenfell_NP_3,769
2795,AM2_Mt_Grenfell_NP_3.0607,99.2825089,14.7677556,99.72,"8.36",15,"1",4,6.62704468,false,false,false,false,false,18.3814296722412,-76.0350570678711,242.876251220703,-31.3261378017844,145.333349190031,242.876732695848,AM2_Mt_Grenfell_NP_3,607
2796,AM2_Mt_Grenfell_NP_3.0584,98.2170639,6.39172345,100.89,"5.02",8,"1",4,3.97245789,false,false,false,false,false,6.14178800582886,-55.4898872375488,242.445114135742,-31.3259525088821,145.333220596988,242.445359430276,AM2_Mt_Grenfell_NP_3,584
2797,AM2_Mt_Grenfell_NP_3.0359,97.6664658,14.715679,95.93,"3.41",14,"0",4,5.08326721,false,false,false,false,false,18.3406047821045,-41.7771873474121,241.987213134766,-31.3258288364797,145.333348760511,241.987376843579,AM2_Mt_Grenfell_NP_3,359
2798,AM2_Mt_Grenfell_NP_3.0892,96.3402863,18.8670501,98.51,"4.58",18,"1",4,2.83013916,false,false,false,false,false,-10.0619821548462,-20.8452968597412,242.358154296875,-31.3256400557072,145.333050356553,242.35819642432,AM2_Mt_Grenfell_NP_3,892
2799,AM2_Mt_Grenfell_NP_3.0064,96.3339157,8.57790187,91.72,"8.15",9,"3",4,3.72756958,false,false,false,false,false,34.1361541748047,-96.8948211669922,242.746765136719,-31.3263259317735,145.333514714064,242.747595321387,AM2_Mt_Grenfell_NP_3,64
2800,AM2_Mt_Grenfell_NP_3.0050,91.5927353,13.6815488,83.31,"16.24",11,"3",4,5.56399536,false,false,false,false,false,8.74045944213867,-126.860939025879,245.358261108398,-31.3265961906025,145.333247899851,245.359533729032,AM2_Mt_Grenfell_NP_3,50
2801,AM2_Mt_Grenfell_NP_3.1214,90.4106674,10.4969144,91.41,"1.95",10,"0",4,5.12490845,false,false,false,false,false,35.1415214538574,-78.8898468017578,242.51838684082,-31.326163548256,145.33352527612,242.518973381259,AM2_Mt_Grenfell_NP_3,1214
2802,AM2_Mt_Grenfell_NP_3.0360,88.9650345,8.99890587,87.41,"4.03",9,"0",4,4.5645752,false,false,false,false,false,4.50117635726929,-23.7020950317383,241.505340576172,-31.3256658207058,145.333203360184,241.505386377685,AM2_Mt_Grenfell_NP_3,360
2803,AM2_Mt_Grenfell_NP_3.0838,88.4274063,13.5377049,87.06,"12.6",13,"0",4,5.28901672,false,false,false,false,false,8.36188983917236,-50.8185157775879,242.165832519531,-31.3259103786544,145.333243921887,242.166041250341,AM2_Mt_Grenfell_NP_3,838
2804,AM2_Mt_Grenfell_NP_3.1589,87.194046,9.23436433,126.98,"82.81",10,"5",4,3.25900269,false,false,false,false,false,8.546311378479,-92.6633834838867,243.899398803711,-31.3262877695428,145.333245859798,243.900080315769,AM2_Mt_Grenfell_NP_3,1589
2805,AM2_Mt_Grenfell_NP_3.0976,85.9729996,7.40257874,84.32,"5.66",8,"1",4,4.07144165,false,false,false,false,false,-25.7448654174805,-99.025764465332,245.192764282227,-31.3263451502264,145.332885586981,245.193587971851,AM2_Mt_Grenfell_NP_3,976
2806,AM2_Mt_Grenfell_NP_3.0812,82.3976212,2.21704859,78.53,"5.6",5,"3",4,3.93760681,false,false,false,false,false,10.7488594055176,-75.0197601318359,242.898666381836,-31.3261286451035,145.333269000213,242.89911837317,AM2_Mt_Grenfell_NP_3,812
2807,AM2_Mt_Grenfell_NP_3.0052,82.1166458,7.70729259,83.75,"3.96",8,"0",4,4.22865295,false,false,false,false,false,30.0242881774902,-53.3490943908691,241.7763671875,-31.3259332011473,145.333471512361,241.776661789976,AM2_Mt_Grenfell_NP_3,52
2808,AM2_Mt_Grenfell_NP_3.0879,81.7040787,11.911279,77.51,"7.28",10,"2",4,3.28100586,false,false,false,false,false,51.6464462280273,-87.8932342529297,242.275283813477,-31.3262447475499,145.333698681779,242.276100723073,AM2_Mt_Grenfell_NP_3,879
2809,AM2_Mt_Grenfell_NP_3.0777,79.2645187,13.8816997,72.8,"13.13",14,"3",4,5.664505,false,false,false,false,false,11.6185445785522,-54.3476600646973,242.203186035156,-31.3259422073236,145.333278137127,242.203429073095,AM2_Mt_Grenfell_NP_3,777
2810,AM2_Mt_Grenfell_NP_3.0615,78.6493378,8.63237232,78.87,"4.09",8,"1",4,3.68406677,false,false,false,false,false,-4.43153858184814,-133.879379272461,246.261001586914,-31.326659488432,145.333109510706,246.262413789518,AM2_Mt_Grenfell_NP_3,615
2811,AM2_Mt_Grenfell_NP_3.0842,78.1577454,9.73707885,78.9,"2.33",10,"1",4,4.03201294,false,false,false,false,false,-44.3754692077637,-77.7469024658203,244.598403930664,-31.326153239708,145.332689849462,244.599033886567,AM2_Mt_Grenfell_NP_3,842
2812,AM2_Mt_Grenfell_NP_3.0531,77.7021713,7.85362497,76.44,"4.71",8,"1",4,3.63053894,false,false,false,false,false,8.07276630401611,-107.276306152344,244.546127319336,-31.3264195606516,145.333240884711,244.54703816399,AM2_Mt_Grenfell_NP_3,531
2813,AM2_Mt_Grenfell_NP_3.0494,75.7930908,9.32864845,69.76,"11.06",9,"1",4,3.91455078,false,false,false,false,false,47.2162437438965,-86.3042373657227,242.34423828125,-31.3262304168614,145.333652136759,242.344999103807,AM2_Mt_Grenfell_NP_3,494
2814,AM2_Mt_Grenfell_NP_3.0970,75.6552048,9.57294479,76.55,"1.64",9,"0",4,4.12095642,false,false,false,false,false,34.6669654846191,-78.9055938720703,242.627319335938,-31.3261636902779,145.333520290302,242.627903477289,AM2_Mt_Grenfell_NP_3,970
2815,AM2_Mt_Grenfell_NP_3.0260,75.0159378,9.23545882,74.61,"2.44",9,"0",4,3.67152405,false,false,false,false,false,-18.2442741394043,-97.6167526245117,244.811462402344,-31.3263324428106,145.33296439034,244.81223844178,AM2_Mt_Grenfell_NP_3,260
2816,AM2_Mt_Grenfell_NP_3.0281,74.6950531,12.3307772,74.09,"3.46",11,"2",4,4.00645447,false,false,false,false,false,-8.47061157226562,-41.9996566772461,242.637847900391,-31.3258308429645,145.333067075652,242.637992350385,AM2_Mt_Grenfell_NP_3,281
2817,AM2_Mt_Grenfell_NP_3.1065,74.4719467,9.65075716,77.58,"3.99",9,"0",4,3.84777832,false,false,false,false,false,3.39426970481873,-97.2895278930664,244.289581298828,-31.3263294918429,145.333191731019,244.2903271541,AM2_Mt_Grenfell_NP_3,1065
2818,AM2_Mt_Grenfell_NP_3.0542,74.1670151,7.01041818,72.3,"2.96",7,"2",4,3.75146484,false,false,false,false,false,0.382125675678253,-92.5398254394531,244.184204101562,-31.3262866551899,145.333160084576,244.184878103435,AM2_Mt_Grenfell_NP_3,542
2819,AM2_Mt_Grenfell_NP_3.0210,74.1615295,9.91605073,76.82,"3.99",9,"1",4,3.94630432,false,false,false,false,false,-11.6231660842896,-126.293037414551,246.305877685547,-31.3265910686108,145.333033953273,246.30714358855,AM2_Mt_Grenfell_NP_3,210
2820,AM2_Mt_Grenfell_NP_3.0948,71.1801987,11.0783823,65.8,"27.88",11,"4",4,3.33734131,false,false,false,false,false,30.5562992095947,-43.5363006591797,241.916976928711,-31.3258447013458,145.333477101492,241.917199229822,AM2_Mt_Grenfell_NP_3,948
2821,AM2_Mt_Grenfell_NP_3.0588,70.4854126,10.4129128,69.64,"4.96",11,"0",4,4.27615356,false,false,false,false,false,25.585262298584,-34.653018951416,241.82600402832,-31.3257645847897,145.33342487439,241.82614980638,AM2_Mt_Grenfell_NP_3,588
2822,AM2_Mt_Grenfell_NP_3.1539,68.9253006,6.54082075,70.97,"3.38",8,"1",4,3.25712585,false,false,false,false,false,27.4686470031738,-90.721321105957,242.93913269043,-31.3262702542776,145.333444663147,242.939839545637,AM2_Mt_Grenfell_NP_3,1539
2823,AM2_Mt_Grenfell_NP_3.0039,68.610527,6.62966669,67.39,"3.15",7,"0",4,3.5259552,false,false,false,false,false,-23.0448951721191,-44.4844512939453,242.810928344727,-31.3258532526582,145.332913954804,242.811125682667,AM2_Mt_Grenfell_NP_3,39
2824,AM2_Mt_Grenfell_NP_3.0398,67.6257172,12.3438306,67.24,"7.95",13,"1",4,4.97114563,false,false,false,false,false,18.0401954650879,-42.0320625305176,241.932540893555,-31.3258311351599,145.333345604347,241.932705428451,AM2_Mt_Grenfell_NP_3,398
2825,AM2_Mt_Grenfell_NP_3.0548,67.4549408,11.9213454,66.85,"0.93",10,"1",4,4.27532959,false,false,false,false,false,-23.5538921356201,-44.8234596252441,242.812377929688,-31.3258563101011,145.332908607155,242.812579507008,AM2_Mt_Grenfell_NP_3,548
2826,AM2_Mt_Grenfell_NP_3.0182,67.4476242,5.90659678,63.88,"11.06",8,"4",4,5.00666809,false,false,false,false,false,31.700023651123,-53.2318000793457,241.717437744141,-31.3259321432515,145.333489118047,241.717739463784,AM2_Mt_Grenfell_NP_3,182
2827,AM2_Mt_Grenfell_NP_3.0430,65.6999893,0.999999978,66.57,"2.22",1,"0",4,3.89112854,false,false,false,false,false,-40.9128074645996,-76.7600860595703,244.629333496094,-31.3261443399205,145.332726229143,244.629928324372,AM2_Mt_Grenfell_NP_3,430
2828,AM2_Mt_Grenfell_NP_3.0929,65.1229172,12.504217,64.8,"1.29",12,"1",4,3.73474121,false,false,false,false,false,6.31712913513184,-102.425079345703,244.264297485352,-31.3263758084051,145.333222439443,244.265126286074,AM2_Mt_Grenfell_NP_3,929
2829,AM2_Mt_Grenfell_NP_3.0290,64.220459,13.0611703,64.37,"1.42",12,"1",4,1.77047729,false,false,false,false,false,12.8486251831055,-78.8013687133789,242.826797485352,-31.326162750714,145.333291060957,242.827299138531,AM2_Mt_Grenfell_NP_3,290
2830,AM2_Mt_Grenfell_NP_3.0397,64.0168457,8.05069655,63.35,"1.95",10,"2",4,3.54289246,false,false,false,false,false,2.50002145767212,-89.1742248535156,243.857727050781,-31.3262563015103,145.333182335774,243.858353397809,AM2_Mt_Grenfell_NP_3,397
2831,AM2_Mt_Grenfell_NP_3.0666,61.4750671,14.0168294,61.5,"1.64",13,"1",4,4.22789001,false,false,false,false,false,-26.501070022583,-96.8650512695312,245.165008544922,-31.3263256631508,145.332877642136,245.165802014992,AM2_Mt_Grenfell_NP_3,666
2832,AM2_Mt_Grenfell_NP_3.0215,60.98106,9.08182263,59.96,"2.51",9,"1",4,5.42472839,false,false,false,false,false,-29.2153072357178,-80.0040054321289,244.564254760742,-31.3261735965774,145.332849126059,244.564825363457,AM2_Mt_Grenfell_NP_3,215
2833,AM2_Mt_Grenfell_NP_3.0145,59.3936577,8.08415934,60.72,"3.54",9,"1",4,4.41958618,false,false,false,false,false,44.1593551635742,-78.1106338500977,242.344589233398,-31.3261565203909,145.333620019881,242.34522215277,AM2_Mt_Grenfell_NP_3,145
2834,AM2_Mt_Grenfell_NP_3.0759,59.2905197,5.65287955,57.49,"8.79",7,"2",4,3.28994751,false,false,false,false,false,23.0213794708252,-93.0692672729492,243.512390136719,-31.3262914299871,145.333397938942,243.513113369234,AM2_Mt_Grenfell_NP_3,759
2835,AM2_Mt_Grenfell_NP_3.0318,59.022892,9.84863341,61.1,"6.76",10,"1",4,5.25410461,false,false,false,false,false,20.0073127746582,-56.6252784729004,242.153030395508,-31.3259627486329,145.333366271625,242.153314105235,AM2_Mt_Grenfell_NP_3,318
2836,AM2_Mt_Grenfell_NP_3.0410,58.7594261,11.4313751,58.87,"2.79",10,"2",4,2.87350464,false,false,false,false,false,13.5200691223145,-122.86930847168,245.299942016602,-31.3265601908105,145.333298115868,245.301144516096,AM2_Mt_Grenfell_NP_3,410
2837,AM2_Mt_Grenfell_NP_3.0753,57.8204269,8.57923329,57.66,"0.5",8,"0",4,4.52058411,false,false,false,false,false,37.7227745056152,-96.9358291625977,242.725708007812,-31.3263263015091,145.333552396127,242.726559001021,AM2_Mt_Grenfell_NP_3,753
2838,AM2_Mt_Grenfell_NP_3.1110,57.4040604,7.85296857,56.68,"1.47",9,"0",4,3.51287842,false,false,false,false,false,29.3139495849609,-80.1002426147461,242.805160522461,-31.32617446472,145.333464050106,242.805732790381,AM2_Mt_Grenfell_NP_3,1110
2839,AM2_Mt_Grenfell_NP_3.0511,56.5340538,7.7950187,56.38,"0.6",9,"1",4,3.40518188,false,false,false,false,false,18.0764236450195,-30.8386039733887,241.733917236328,-31.3257301834281,145.333345984772,241.734017675743,AM2_Mt_Grenfell_NP_3,511
2840,AM2_Mt_Grenfell_NP_3.0546,56.4510612,8.2931675,57.72,"1.8",8,"0",4,4.00616455,false,false,false,false,false,-10.2086334228516,-27.6604499816895,242.262222290039,-31.3257015203167,145.333048815732,242.262290667742,AM2_Mt_Grenfell_NP_3,546
2841,AM2_Mt_Grenfell_NP_3.0089,56.3676987,9.88228396,56.84,"1.83",10,"0",4,3.80101013,false,false,false,false,false,-0.936426520347595,-89.8812789916992,243.914474487305,-31.3262626782939,145.333146231501,243.915110377595,AM2_Mt_Grenfell_NP_3,89
2842,AM2_Mt_Grenfell_NP_3.0054,55.6452942,10.223335,55.56,"8.52",12,"2",4,4.74732971,false,false,false,false,false,45.0595664978027,-75.8824920654297,242.225601196289,-31.3261364251715,145.333629477651,242.226213402115,AM2_Mt_Grenfell_NP_3,54
2843,AM2_Mt_Grenfell_NP_3.0401,55.5525856,6.40990883,54.17,"2.45",8,"2",4,3.74685669,false,false,false,false,false,-34.1673965454102,-57.7836647033691,243.432235717773,-31.3259731954694,145.332797098786,243.43258993607,AM2_Mt_Grenfell_NP_3,401
2844,AM2_Mt_Grenfell_NP_3.0285,55.3239365,4.98715341,58.04,"5.17",6,"2",4,3.60638428,false,false,false,false,false,-31.7294082641602,-98.4105911254883,245.358932495117,-31.3263396019237,145.3328227117,245.35977356229,AM2_Mt_Grenfell_NP_3,285
2845,AM2_Mt_Grenfell_NP_3.0218,53.9529724,7.69752711,51.91,"4.45",8,"1",4,3.7240448,false,false,false,false,false,55.8431510925293,-83.1249008178711,241.946655273438,-31.3262017426795,145.33374277329,241.947443332523,AM2_Mt_Grenfell_NP_3,218
2846,AM2_Mt_Grenfell_NP_3.1058,52.4386978,8.9862965,51.42,"2.9",8,"1",4,2.96955872,false,false,false,false,false,-31.2539196014404,-34.0913619995117,242.317672729492,-31.3257595191467,145.332827709176,242.317840703763,AM2_Mt_Grenfell_NP_3,1058
2847,AM2_Mt_Grenfell_NP_3.0079,52.2242813,4.19476517,54.72,"10.08",5,"1",4,4.09663391,false,false,false,false,false,9.31218338012695,-74.2170028686523,242.808334350586,-31.326121405207,145.333253906109,242.808774657547,AM2_Mt_Grenfell_NP_3,79
2848,AM2_Mt_Grenfell_NP_3.0455,52.1122284,9.28959921,48.56,"6.84",10,"1",4,3.48922729,false,false,false,false,false,20.6679039001465,-34.7502975463867,242.117080688477,-31.3257654622108,145.333373211506,242.117209184915,AM2_Mt_Grenfell_NP_3,455
2849,AM2_Mt_Grenfell_NP_3.0076,52.1073036,4.63960879,52.53,"0.7",5,"0",4,3.34246826,false,false,false,false,false,-26.5603256225586,-89.4572601318359,244.81526184082,-31.3262588537301,145.332877019762,244.815946926363,AM2_Mt_Grenfell_NP_3,76
2850,AM2_Mt_Grenfell_NP_3.0959,51.8484459,5.84443361,52.96,"4.77",7,"1",4,4.09785461,false,false,false,false,false,-20.0902347564697,-78.9396286010742,244.232055664062,-31.3261639973941,145.332944996511,244.232577716,AM2_Mt_Grenfell_NP_3,959
2851,AM2_Mt_Grenfell_NP_3.0203,51.6233559,17.2321588,51.34,"0.71",17,"1",4,2.31530762,false,false,false,false,false,13.7119302749634,-126.73770904541,245.367324829102,-31.3265950791651,145.333300131672,245.368603732437,AM2_Mt_Grenfell_NP_3,203
2852,AM2_Mt_Grenfell_NP_3.0101,51.0713272,9.86242145,51.32,"0.74",10,"2",4,4.204422,false,false,false,false,false,25.7624378204346,-34.1289138793945,241.828353881836,-31.3257598579785,145.333426735822,241.82849753648,AM2_Mt_Grenfell_NP_3,101
2853,AM2_Mt_Grenfell_NP_3.1319,50.6014442,4.86583635,49.42,"2.83",5,"0",4,3.68136597,false,false,false,false,false,-38.4000396728516,-82.7094192504883,244.872451782227,-31.3261979958913,145.332752628729,244.873105670325,AM2_Mt_Grenfell_NP_3,1319
2854,AM2_Mt_Grenfell_NP_3.0978,50.1278305,8.96811634,48.74,"6.44",8,"1",4,3.9225769,false,false,false,false,false,48.9492721557617,-89.9721984863281,242.419815063477,-31.3262634974409,145.333670344608,242.420639826916,AM2_Mt_Grenfell_NP_3,978
2855,AM2_Mt_Grenfell_NP_3.0491,47.9049835,14.5434394,48.46,"3.65",14,"1",4,3.23626709,false,false,false,false,false,-4.89889097213745,-25.2395782470703,242.242095947266,-31.3256796869567,145.333104601054,242.242147963494,AM2_Mt_Grenfell_NP_3,491
2856,AM2_Mt_Grenfell_NP_3.0505,47.8015709,11.9001448,44.93,"5.81",11,"1",4,3.26919556,false,false,false,false,false,-56.5443229675293,-77.9370040893555,244.804580688477,-31.3261549536479,145.33256200028,244.805309155956,AM2_Mt_Grenfell_NP_3,505
2857,AM2_Mt_Grenfell_NP_3.0679,47.6776581,8.16776678,46.67,"1.55",8,"1",4,4.2232666,false,false,false,false,false,31.3324871063232,-98.8320922851562,243.29753112793,-31.3263434036626,145.333485257968,243.298376779072,AM2_Mt_Grenfell_NP_3,679
2858,AM2_Mt_Grenfell_NP_3.0452,47.6051292,7.61278868,46.92,"1.08",6,"2",4,3.04005432,false,false,false,false,false,5.38099193572998,-92.5334091186523,243.869827270508,-31.3262865973512,145.333212604065,243.870503434911,AM2_Mt_Grenfell_NP_3,452
2859,AM2_Mt_Grenfell_NP_3.0044,47.5065041,10.5191454,47.38,"1.96",11,"2",4,5.1162262,false,false,false,false,false,-43.4576034545898,-97.4056549072266,245.570175170898,-31.3263305381865,145.332699492016,245.571069813333,AM2_Mt_Grenfell_NP_3,44
2860,AM2_Mt_Grenfell_NP_3.0208,47.4886513,11.7584139,46.44,"2.26",8,"3",4,5.03507996,false,false,false,false,false,-6.61554765701294,-122.264724731445,245.794876098633,-31.3265547381585,145.333086564885,245.796056045219,AM2_Mt_Grenfell_NP_3,208
2861,AM2_Mt_Grenfell_NP_3.0248,47.3013573,7.1942389,48.66,"2.04",7,"1",4,5.26057434,false,false,false,false,false,11.9014520645142,-36.0223007202148,242.01432800293,-31.3257769343007,145.333281109208,242.014441222884,AM2_Mt_Grenfell_NP_3,248
2862,AM2_Mt_Grenfell_NP_3.0690,47.1002274,7.37520084,48,"1.17",8,"0",4,4.18891907,false,false,false,false,false,39.4633102416992,-88.7045211791992,242.74089050293,-31.3262520648148,145.333570682367,242.741631755605,AM2_Mt_Grenfell_NP_3,690
2863,AM2_Mt_Grenfell_NP_3.0381,47.0654259,12.0065711,44.39,"4.36",13,"1",4,2.27098083,false,false,false,false,false,17.5203170776367,-18.7094287872314,241.927658081055,-31.3256207926305,145.333340141975,241.927709671669,AM2_Mt_Grenfell_NP_3,381
2864,AM2_Mt_Grenfell_NP_3.0099,46.8732262,5.62911592,45.3,"4.14",6,"0",4,3.56109619,false,false,false,false,false,-56.2544212341309,-72.2966918945312,244.497131347656,-31.326104084783,145.332565046354,244.49779056292,AM2_Mt_Grenfell_NP_3,99
2865,AM2_Mt_Grenfell_NP_3.0561,46.7494431,11.1724243,44.16,"3.38",11,"1",4,3.37002563,false,false,false,false,false,33.0716705322266,-102.869903564453,243.349807739258,-31.3263798198715,145.333503530459,243.350726261735,AM2_Mt_Grenfell_NP_3,561
2866,AM2_Mt_Grenfell_NP_3.0789,46.0879669,7.5748615,40.71,"12.47",7,"1",4,3.38334656,false,false,false,false,false,31.3938102722168,-81.4353866577148,242.728729248047,-31.3261865060902,145.333485901729,242.729328379966,AM2_Mt_Grenfell_NP_3,789
