"ID","Volume..L.","DBH..cm.","vol_opt_mean","Volume.Standard.Deviation..L.","dbhqsm_mean..cm.","DBH.Standard.Deviation..cm.","Number.of.Models","Height..m.","Surface.Area..m.2.","PatchDiam1","PatchDiam2Min","PatchDiam2Max","Processing.Time","X","Y","Z","Lat","Long","Elevation","plot_id","tree_id"
"AM1_MT_Grenfell_4.0118",80.6446838,8.7440677,72.6,9.91,12,3,4,2.86715698,0,0,0,0,0,-77.8008804321289,13.3951749801636,242.287460327148,-31.3258822116118,145.303712816788,242.287948511541,"AM1_MT_Grenfell_4","0118"
"AM1_MT_Grenfell_4.0859",79.1273422,10.1937309,79.06,2.41,11,1,4,6.43778992,0,0,0,0,0,38.5737571716309,-56.6603622436523,242.087493896484,-31.3265140314939,145.304935479114,242.087863101624,"AM1_MT_Grenfell_4","0859"
"AM1_MT_Grenfell_4.0234",78.9139786,12.8507152,76.41,3.72,12,0,4,6.68226624,0,0,0,0,0,60.0243682861328,14.7207355499268,242.683197021484,-31.3258702576877,145.305160841496,242.683496254496,"AM1_MT_Grenfell_4","0234"
"AM1_MT_Grenfell_4.0302",78.0647736,10.9669231,76.92,3.51,11,1,4,4.88400269,0,0,0,0,0,-40.741756439209,-50.4159927368164,243.310577392578,-31.3264577145222,145.304102166219,243.310907441191,"AM1_MT_Grenfell_4","0302"
"AM1_MT_Grenfell_4.0504",76.0424271,9.35198441,73.55,7.83,15,4,4,4.04899597,0,0,0,0,0,46.7072830200195,-51.2909164428711,241.268783569336,-31.3264656052197,145.305020932255,241.269161478616,"AM1_MT_Grenfell_4","0504"
"AM1_MT_Grenfell_4.0741",76.0178833,5.54120094,79.89,23.88,12,9,4,1.86532593,0,0,0,0,0,-37.6994934082031,44.7083053588867,243.824890136719,-31.3255998063624,145.304134132771,243.825158764608,"AM1_MT_Grenfell_4","0741"
"AM1_MT_Grenfell_4.0057",75.7556915,12.0056711,72.93,5.02,7,3,4,4.07687378,0,0,0,0,0,14.8232402801514,-3.71813941001892,243.089416503906,-31.3260365559311,145.304685948053,243.089434801601,"AM1_MT_Grenfell_4","0057"
"AM1_MT_Grenfell_4.0635",75.720932,13.0515024,74.3,2.23,14,0,4,4.61834717,0,0,0,0,0,-16.1710319519043,4.63908672332764,243.276779174805,-31.3259611836483,145.304360314511,243.276801349595,"AM1_MT_Grenfell_4","0635"
"AM1_MT_Grenfell_4.0182",75.5758286,14.0954629,76.06,0.7,14,0,4,6.77734375,0,0,0,0,0,38.9103240966797,-5.61157274246216,242.89860534668,-31.3260536318987,145.304939013149,242.898726401851,"AM1_MT_Grenfell_4","0182"
"AM1_MT_Grenfell_4.0888",73.730629,12.3392671,73.44,0.84,12,2,4,5.39733887,0,0,0,0,0,31.3616580963135,-22.5914840698242,242.391189575195,-31.3262067708025,145.304859705493,242.391306775622,"AM1_MT_Grenfell_4","0888"
"AM1_MT_Grenfell_4.1735",72.6802216,18.9522713,71.88,3.01,18,1,4,3.75799561,0,0,0,0,0,83.9368057250977,-14.1471548080444,242.350631713867,-31.326130610358,145.305412073673,242.351199253462,"AM1_MT_Grenfell_4","1735"
"AM1_MT_Grenfell_4.0096",72.5923843,15.2781963,72.88,1.64,15,0,4,4.3500824,0,0,0,0,0,34.950325012207,42.388801574707,243.192077636719,-31.3256207255816,145.304897406688,243.192314722575,"AM1_MT_Grenfell_4","0096"
"AM1_MT_Grenfell_4.0318",72.3221207,10.0508757,71.33,9.14,7,3,4,3.12358093,0,0,0,0,0,14.7038326263428,-57.2701873779297,241.444137573242,-31.3265195319927,145.304684694355,241.444412645884,"AM1_MT_Grenfell_4","0318"
"AM1_MT_Grenfell_4.0533",72.0121307,13.1327569,70.92,4.1,14,1,4,6.23188782,0,0,0,0,0,10.4458961486816,85.9909133911133,243.700225830078,-31.3252274867669,145.304639957617,243.700816348195,"AM1_MT_Grenfell_4","0533"
"AM1_MT_Grenfell_4.0676",71.5877609,12.2897588,73.13,5.81,12,2,4,6.25564575,0,0,0,0,0,40.9595184326172,-53.7634010314941,241.581161499023,-31.3264879042952,145.304960544573,241.581520388834,"AM1_MT_Grenfell_4","0676"
"AM1_MT_Grenfell_4.0180",71.0347977,14.1219497,71.04,2.11,14,1,4,5.3973999,0,0,0,0,0,37.7756690979004,58.0111541748047,243.542465209961,-31.3254798304259,145.304927089726,243.542841834016,"AM1_MT_Grenfell_4","0180"
"AM1_MT_Grenfell_4.0190",69.4740524,6.93838373,66.83,3.85,7,2,4,3.84448242,0,0,0,0,0,59.5660285949707,6.39480018615723,242.639572143555,-31.3259453477772,145.305156026572,242.639853247441,"AM1_MT_Grenfell_4","0190"
"AM1_MT_Grenfell_4.0028",68.3792877,18.0685148,66.85,9.05,18,1,4,2.66912842,0,0,0,0,0,61.1798973083496,17.6423854827881,242.818862915039,-31.325843907812,145.305172981563,242.819180560298,"AM1_MT_Grenfell_4","0028"
"AM1_MT_Grenfell_4.0326",67.7038422,13.2200032,67.75,0.26,13,0,4,5.68145752,0,0,0,0,0,2.15468645095825,-12.03369140625,242.77458190918,-31.3261115524429,145.304552849034,242.774593670852,"AM1_MT_Grenfell_4","0326"
"AM1_MT_Grenfell_4.0649",66.592041,12.509504,65.64,7.56,14,2,4,4.33135986,0,0,0,0,0,-20.6510791778564,36.5022811889649,243.639511108398,-31.3256738153797,145.304313246709,243.639649375342,"AM1_MT_Grenfell_4","0649"
"AM1_MT_Grenfell_4.1128",65.4377823,6.66644871,70.02,12.43,8,3,4,3.18164062,0,0,0,0,0,-27.4512176513672,55.142520904541,243.696350097656,-31.3255057023969,145.304241803526,243.696648431942,"AM1_MT_Grenfell_4","1128"
"AM1_MT_Grenfell_4.0620",64.9562836,13.0378962,63.95,3.25,13,0,4,5.60290527,0,0,0,0,0,-27.9540672302246,-27.4508171081543,242.200103759766,-31.3262505963197,145.304236518109,242.200224267319,"AM1_MT_Grenfell_4","0620"
"AM1_MT_Grenfell_4.1423",64.2273712,12.5564486,64.84,1.4,13,0,4,0.87953186,0,0,0,0,0,35.7097969055176,11.1510896682739,242.867446899414,-31.3259024526654,145.304905386994,242.867556558922,"AM1_MT_Grenfell_4","1423"
"AM1_MT_Grenfell_4.0266",63.8864288,8.52003768,64.21,9.14,9,3,4,2.51228333,0,0,0,0,0,18.5495185852051,0.61074286699295,243.034088134766,-31.3259975144947,145.304725097199,243.034115113318,"AM1_MT_Grenfell_4","0266"
"AM1_MT_Grenfell_4.0864",60.8340149,13.3378789,60.29,1.99,16,2,4,3.01341248,0,0,0,0,0,69.7699661254883,18.5988273620605,242.775650024414,-31.3258352813555,145.305263230762,242.776058494113,"AM1_MT_Grenfell_4","0864"
"AM1_MT_Grenfell_4.0813",60.6659622,10.6049038,60.49,1.88,14,2,4,5.91532898,0,0,0,0,0,36.9723052978516,-56.2977333068848,242.022796630859,-31.326510761068,145.304918653758,242.023153137416,"AM1_MT_Grenfell_4","0813"
"AM1_MT_Grenfell_4.0616",60.3689995,9.00930092,61.21,1.85,9,0,4,3.86216736,0,0,0,0,0,20.0396461486816,-15.2977085113525,242.589263916016,-31.3261409898395,145.304740753185,242.589313786477,"AM1_MT_Grenfell_4","0616"
"AM1_MT_Grenfell_4.0379",60.1379318,7.04719275,58.42,3.83,9,3,4,3.04650879,0,0,0,0,0,27.7579002380371,43.2431411743164,243.395477294922,-31.325613020658,145.30482184155,243.395684815012,"AM1_MT_Grenfell_4","0379"
"AM1_MT_Grenfell_4.0169",59.2696114,12.932694,59.79,1.34,13,1,4,5.05264282,0,0,0,0,0,-39.7012405395508,-48.4728050231934,243.284545898438,-31.3264401893137,145.304113098267,243.284854267724,"AM1_MT_Grenfell_4","0169"
"AM1_MT_Grenfell_4.0309",58.847229,14.1194075,58.09,1.68,15,0,4,4.12306213,0,0,0,0,0,40.2192192077637,49.4883422851562,243.426773071289,-31.3255566959893,145.304952762481,243.42709251307,"AM1_MT_Grenfell_4","0309"
"AM1_MT_Grenfell_4.0447",58.2598076,8.02065879,56.86,2.07,8,0,4,3.71806335,0,0,0,0,0,51.7613983154297,4.7384467124939,242.784301757812,-31.3259602864964,145.305074029294,242.784513361752,"AM1_MT_Grenfell_4","0447"
"AM1_MT_Grenfell_4.0404",57.4890022,9.51023102,54.57,9.09,6,2,4,3.03759766,0,0,0,0,0,14.3271780014038,45.527214050293,243.519912719727,-31.3255924212808,145.30468073558,243.520091928542,"AM1_MT_Grenfell_4","0404"
"AM1_MT_Grenfell_4.0661",57.2280159,16.3289919,58.26,4.32,17,0,4,3.09786987,0,0,0,0,0,91.3347244262695,-4.84283638000488,242.413940429688,-31.3260466958764,145.305489797308,242.41459561605,"AM1_MT_Grenfell_4","0661"
"AM1_MT_Grenfell_4.0336",56.3260918,11.4215523,58.47,4.89,14,3,4,2.38516235,0,0,0,0,0,-47.8247489929199,-4.63659334182739,241.939376831055,-31.3260448384148,145.30402775226,241.939557655714,"AM1_MT_Grenfell_4","0336"
"AM1_MT_Grenfell_4.0515",55.8565712,13.9370337,56.2,1.24,14,1,4,2.85868835,0,0,0,0,0,13.4741668701172,-23.150068283081,242.483367919922,-31.3262118089116,145.304671774621,242.483424318023,"AM1_MT_Grenfell_4","0515"
"AM1_MT_Grenfell_4.0372",55.3338814,14.689216,46.75,20.46,9,4,4,2.00248718,0,0,0,0,0,-36.3315811157227,43.5660057067871,244.097595214844,-31.32561010861,145.304148504311,244.097847973928,"AM1_MT_Grenfell_4","0372"
"AM1_MT_Grenfell_4.0337",54.2989464,19.9916303,49.9,6.41,15,5,4,1.84831238,0,0,0,0,0,-76.0380172729492,15.8008146286011,242.434112548828,-31.3258605157126,145.303731338049,242.43458502274,"AM1_MT_Grenfell_4","0337"
"AM1_MT_Grenfell_4.0004",53.5072594,11.7164411,54.48,1.59,11,1,4,5.64767456,0,0,0,0,0,3.55781626701355,86.0326843261719,243.771591186523,-31.3252271100927,145.304567590328,243.772174715996,"AM1_MT_Grenfell_4","0004"
"AM1_MT_Grenfell_4.0405",53.075882,11.7379367,52.83,0.88,12,0,4,5.10960388,0,0,0,0,0,5.58794212341309,52.8798217773438,243.733840942383,-31.3255261095719,145.304588919346,243.73406346608,"AM1_MT_Grenfell_4","0405"
"AM1_MT_Grenfell_4.0327",53.0198746,7.51730204,54.3,4.92,8,1,4,3.36973572,0,0,0,0,0,65.6245269775391,-7.11033201217651,242.374847412109,-31.3260671477345,145.305219679551,242.375188678503,"AM1_MT_Grenfell_4","0327"
"AM1_MT_Grenfell_4.0371",52.3905067,4.44416702,51.03,2.51,8,4,4,2.80451965,0,0,0,0,0,19.9136505126953,42.610034942627,243.44352722168,-31.3256187306889,145.304739428258,243.443701175041,"AM1_MT_Grenfell_4","0371"
"AM1_MT_Grenfell_4.0423",52.2316246,6.81119412,52.37,2.57,7,0,4,4.6217041,0,0,0,0,0,57.2613220214844,11.8857736587524,242.641174316406,-31.3258958258218,145.305131812447,242.641442233697,"AM1_MT_Grenfell_4","0423"
"AM1_MT_Grenfell_4.0072",50.7688332,11.6864264,46.73,12.5,11,2,4,4.51333618,0,0,0,0,0,-49.916820526123,-6.21019411087036,242.233428955078,-31.326059030339,145.304005772365,242.233627136797,"AM1_MT_Grenfell_4","0072"
"AM1_MT_Grenfell_4.1015",50.0466347,7.34037533,43.82,12.43,7,3,4,3.27641296,0,0,0,0,0,56.5026473999023,22.9522113800049,242.871063232422,-31.3257960197161,145.305123840982,242.871354731731,"AM1_MT_Grenfell_4","1015"
"AM1_MT_Grenfell_4.0244",49.3673515,8.20165128,45.05,7.77,7,2,4,2.03813171,0,0,0,0,0,22.1709003448486,-54.5546684265137,240.936431884766,-31.3264950411495,145.30476314564,240.936704623513,"AM1_MT_Grenfell_4","0244"
"AM1_MT_Grenfell_4.0678",49.1691551,4.83703576,48.56,1.49,5,0,4,3.56137085,0,0,0,0,0,47.5876808166504,0.832459390163422,242.723022460938,-31.3259955140486,145.305030179384,242.723199876957,"AM1_MT_Grenfell_4","0678"
"AM1_MT_Grenfell_4.0271",49.1128616,8.98841992,48.47,1.68,9,0,4,5.24667358,0,0,0,0,0,-63.2907485961914,9.3854455947876,242.274154663086,-31.3259183754995,145.303865263427,242.274475319311,"AM1_MT_Grenfell_4","0271"
"AM1_MT_Grenfell_4.0299",49.0302734,9.09606069,49.47,3.87,11,6,4,3.96438599,0,0,0,0,0,-41.6860466003418,-49.5363388061523,243.174423217773,-31.3264497810641,145.304092245251,243.174752442166,"AM1_MT_Grenfell_4","0299"
"AM1_MT_Grenfell_4.1027",48.6742554,9.90784839,50.77,9.12,10,1,4,2.80722046,0,0,0,0,0,20.906192779541,37.4523429870605,243.356903076172,-31.32566524693,145.304749856223,243.357047704048,"AM1_MT_Grenfell_4","1027"
"AM1_MT_Grenfell_4.0442",47.666214,9.60098431,48.6,2.9,12,2,4,5.10612488,0,0,0,0,0,40.0437431335449,44.857177734375,243.305633544922,-31.3255984635988,145.304950919088,243.30591749493,"AM1_MT_Grenfell_4","0442"
"AM1_MT_Grenfell_4.0908",47.2839546,6.66795373,46.39,2.05,8,3,4,3.75500488,0,0,0,0,0,15.2160987854004,-7.05601692199707,242.984558105469,-31.3260666596225,145.304690075578,242.984580157325,"AM1_MT_Grenfell_4","0908"
"AM1_MT_Grenfell_4.0780",46.5467682,13.5666415,46.72,1.73,14,0,4,5.54702759,0,0,0,0,0,34.1356468200684,-54.1239166259766,241.661849975586,-31.3264911559329,145.304888850896,241.662171792239,"AM1_MT_Grenfell_4","0780"
"AM1_MT_Grenfell_4.0672",46.0883484,8.70893747,46.95,5.28,9,1,4,7.42765808,0,0,0,0,0,-29.3631191253662,-26.5090808868408,241.897018432617,-31.326242102952,145.30422171423,241.897141267546,"AM1_MT_Grenfell_4","0672"
"AM1_MT_Grenfell_4.0231",45.9867287,10.3304841,46.51,2.27,12,1,4,3.37265015,0,0,0,0,0,-49.250057220459,-7.78435564041138,242.143081665039,-31.3260732274399,145.304012777467,242.143276403658,"AM1_MT_Grenfell_4","0231"
"AM1_MT_Grenfell_4.0946",45.5666924,7.32387677,40.6,9,8,1,4,3.1204834,0,0,0,0,0,55.4486503601074,24.7602939605713,242.80290222168,-31.3257797130033,145.305112767356,242.803191268817,"AM1_MT_Grenfell_4","0946"
"AM1_MT_Grenfell_4.0245",45.5521584,9.21622366,44.87,1.82,8,1,4,4.09667969,0,0,0,0,0,-69.5285797119141,24.8008403778076,243.580612182617,-31.3257793465936,145.303799728488,243.581039204262,"AM1_MT_Grenfell_4","0245"
"AM1_MT_Grenfell_4.0114",45.5207634,14.2201871,44.31,2.43,13,1,4,3.33334351,0,0,0,0,0,-60.3660545349121,-4.76771688461304,242.163757324219,-31.326046020409,145.303895990103,242.164044512436,"AM1_MT_Grenfell_4","0114"
"AM1_MT_Grenfell_4.0342",45.4657021,8.68040919,45.91,3.15,9,0,4,3.69924927,0,0,0,0,0,87.12841796875,-10.8167867660522,242.498336791992,-31.3261005741489,145.305445605286,242.49894054886,"AM1_MT_Grenfell_4","0342"
"AM1_MT_Grenfell_4.0775",44.9356499,11.1306004,44.72,0.74,11,0,4,5.14573669,0,0,0,0,0,-26.9720020294189,-28.9148921966553,242.169662475586,-31.3262638005661,145.304246835919,242.169785254635,"AM1_MT_Grenfell_4","0775"
"AM1_MT_Grenfell_4.1018",44.7640533,7.0622243,45.39,2.72,7,0,4,3.58203125,0,0,0,0,0,18.7050743103027,-11.7246370315552,242.824554443359,-31.3261087649897,145.304726731744,242.824592665769,"AM1_MT_Grenfell_4","1018"
"AM1_MT_Grenfell_4.0109",44.330101,14.348644,42.61,2.32,15,1,4,2.13684082,0,0,0,0,0,-11.6168413162231,-2.26414704322815,243.101821899414,-31.3260234426812,145.304408161869,243.101832873188,"AM1_MT_Grenfell_4","0109"
"AM1_MT_Grenfell_4.0549",43.9262238,9.71254259,43.11,11.11,11,2,4,2.11517334,0,0,0,0,0,-81.8557815551758,17.0023403167725,242.416778564453,-31.3258496789795,145.303670215346,242.417326082475,"AM1_MT_Grenfell_4","0549"
"AM1_MT_Grenfell_4.0395",43.2743912,11.134848,43.93,1.61,13,2,4,4.70309448,0,0,0,0,0,26.4818992614746,70.511344909668,243.60823059082,-31.3253670938502,145.304808434889,243.608676820062,"AM1_MT_Grenfell_4","0395"
"AM1_MT_Grenfell_4.0034",42.5650253,6.88086674,34.48,15.51,6,2,4,3.1837616,0,0,0,0,0,1.71298885345459,41.1368560791016,243.440490722656,-31.3256320171838,145.30454820835,243.44062413834,"AM1_MT_Grenfell_4","0034"
"AM1_MT_Grenfell_4.0684",42.346405,13.3618027,41.02,3.07,14,1,4,4.27748108,0,0,0,0,0,26.5309467315674,72.0320663452148,243.539825439453,-31.3253533787384,145.304808950153,243.540288932621,"AM1_MT_Grenfell_4","0684"
"AM1_MT_Grenfell_4.0646",41.971386,7.89788067,42.58,1.86,7,2,4,3.77409363,0,0,0,0,0,-28.1352272033691,-5.52718114852905,242.945388793945,-31.3260528710968,145.304234615445,242.94545319397,"AM1_MT_Grenfell_4","0646"
"AM1_MT_Grenfell_4.0383",41.5315895,6.32753968,41.1,0.74,7,0,4,3.40184021,0,0,0,0,0,33.434139251709,-14.6188402175903,242.692886352539,-31.3261348669424,145.304881479263,242.692990722135,"AM1_MT_Grenfell_4","0383"
"AM1_MT_Grenfell_4.0648",41.1694069,10.4779013,41.43,1,11,0,4,3.31480408,0,0,0,0,0,-40.1397399902344,-15.0694055557251,242.163299560547,-31.3261389303067,145.30410849253,242.163443620317,"AM1_MT_Grenfell_4","0648"
"AM1_MT_Grenfell_4.0019",41.1690598,12.62822,42.24,3.13,13,1,4,3.79579163,0,0,0,0,0,22.1707439422607,77.7857971191406,243.572769165039,-31.3253014870053,145.304763140962,243.573283871636,"AM1_MT_Grenfell_4","0019"
"AM1_MT_Grenfell_4.0407",40.7071228,15.1193023,39.73,1.66,15,0,4,2.21846008,0,0,0,0,0,83.765510559082,-2.315842628479,242.454284667969,-31.3260239059577,145.305410272994,242.454834627919,"AM1_MT_Grenfell_4","0407"
"AM1_MT_Grenfell_4.0625",39.9357719,8.0048874,40.46,1.85,8,1,4,3.6036377,0,0,0,0,0,55.566837310791,0.263298660516739,242.701995849609,-31.3260006468497,145.305114010427,242.702237678692,"AM1_MT_Grenfell_4","0625"
"AM1_MT_Grenfell_4.1313",39.610405,9.92201194,37.96,2.84,5,3,4,2.84741211,0,0,0,0,0,8.17844676971436,18.0504360198975,243.236511230469,-31.325840229271,145.304616135987,243.236542112194,"AM1_MT_Grenfell_4","1313"
"AM1_MT_Grenfell_4.0584",38.9477463,13.8609976,38.58,0.8,12,2,4,2.90647888,0,0,0,0,0,-16.1831340789795,23.4263896942139,243.574966430664,-31.3257917444732,145.304360187676,243.57503013406,"AM1_MT_Grenfell_4","0584"
"AM1_MT_Grenfell_4.0905",38.7304344,5.76118715,37.59,3.33,6,2,4,3.07447815,0,0,0,0,0,32.5040435791016,45.9847106933594,243.380935668945,-31.3255882948288,145.304871705422,243.381184840575,"AM1_MT_Grenfell_4","0905"
"AM1_MT_Grenfell_4.0120",37.7234344,12.1322669,36.89,1.63,13,2,4,3.07266235,0,0,0,0,0,27.7929191589355,-61.652660369873,242.830047607422,-31.3265590563469,145.304822212412,242.830407263711,"AM1_MT_Grenfell_4","0120"
"AM1_MT_Grenfell_4.0324",36.8207855,11.8685409,37.09,1.26,13,1,4,3.30049133,0,0,0,0,0,50.4428901672363,-19.7624263763428,242.551986694336,-31.3261812553804,145.305060177981,242.552216712385,"AM1_MT_Grenfell_4","0324"
"AM1_MT_Grenfell_4.0699",36.1448479,11.10828,36.31,1.35,10,2,4,5.32977295,0,0,0,0,0,32.3658256530762,-54.3978157043457,241.761352539062,-31.3264936262209,145.304870256616,241.761667477898,"AM1_MT_Grenfell_4","0699"
"AM1_MT_Grenfell_4.0273",36.0464478,5.9629906,35.24,1.54,7,3,4,3.91256714,0,0,0,0,0,58.3717422485352,4.33277940750122,242.705963134766,-31.325963944821,145.305143479222,242.706231465563,"AM1_MT_Grenfell_4","0273"
"AM1_MT_Grenfell_4.0037",35.8507233,6.61420226,37.42,2.63,7,1,4,3.26739502,0,0,0,0,0,1.83042204380035,43.4198532104492,243.567077636719,-31.3256114272654,145.304549442123,243.567226280458,"AM1_MT_Grenfell_4","0037"
"AM1_MT_Grenfell_4.0388",35.40271,11.9853377,37.11,6.38,10,1,4,3.652771,0,0,0,0,0,-13.7769365310669,-84.5627822875977,243.302810668945,-31.3267656786505,145.304385466234,243.303388335742,"AM1_MT_Grenfell_4","0388"
"AM1_MT_Grenfell_4.0710",35.3271332,6.82158172,35,0.64,7,1,4,3.02563477,0,0,0,0,0,-14.6194372177124,41.5347023010254,243.604904174805,-31.3256284290018,145.304376616494,243.605056690983,"AM1_MT_Grenfell_4","0710"
"AM1_MT_Grenfell_4.0275",34.9639015,10.905014,36.14,3.37,11,1,4,2.06851196,0,0,0,0,0,5.12581825256348,62.13720703125,243.805969238281,-31.3254426189486,145.304584064134,243.806275174953,"AM1_MT_Grenfell_4","0275"
"AM1_MT_Grenfell_4.0556",34.6296349,13.2492721,34.36,1.84,13,0,4,3.85957336,0,0,0,0,0,-38.609317779541,-13.2352523803711,242.357330322266,-31.3261223884669,145.304124571636,242.357460857369,"AM1_MT_Grenfell_4","0556"
"AM1_MT_Grenfell_4.1106",34.0946617,9.77583304,34.27,1.09,10,1,4,2.14286804,0,0,0,0,0,-3.00857353210449,25.4175033569336,243.422439575195,-31.3257737870939,145.304498602586,243.422491130419,"AM1_MT_Grenfell_4","1106"
"AM1_MT_Grenfell_4.0566",33.7793846,7.38219917,33.74,1.15,7,1,4,3.26031494,0,0,0,0,0,12.7093420028687,-7.57332849502563,242.979019165039,-31.3260713251894,145.304663738953,242.979036330245,"AM1_MT_Grenfell_4","0566"
"AM1_MT_Grenfell_4.0046",33.6644096,9.77583751,33.38,1.38,10,0,4,2.19958496,0,0,0,0,0,-28.4452133178711,-10.2931127548218,242.838256835938,-31.3260958541409,145.30423135851,242.838328544982,"AM1_MT_Grenfell_4","0046"
"AM1_MT_Grenfell_4.0595",33.5703011,3.03821582,34.86,4.84,9,9,4,1.64544678,0,0,0,0,0,82.9552917480469,-25.597692489624,242.323013305664,-31.3262338807053,145.305401762582,242.323603833094,"AM1_MT_Grenfell_4","0595"
"AM1_MT_Grenfell_4.0020",33.3460655,7.22767338,33.02,1.78,7,1,4,1.77667236,0,0,0,0,0,-61.3354797363281,5.31293392181396,242.177917480469,-31.3259551048329,145.303885805694,242.178214340471,"AM1_MT_Grenfell_4","0020"
"AM1_MT_Grenfell_4.0847",32.9292641,11.5838297,32.75,0.3,11,0,4,4.42669678,0,0,0,0,0,35.2915496826172,-55.547046661377,241.876831054688,-31.326503990828,145.304900995204,241.877171440981,"AM1_MT_Grenfell_4","0847"
"AM1_MT_Grenfell_4.0994",32.6664925,7.32853562,33.31,3.59,7,1,4,2.8347168,0,0,0,0,0,-31.9629592895508,-0.754561424255371,243.167358398438,-31.3260098276285,145.304194400477,243.167438456789,"AM1_MT_Grenfell_4","0994"
"AM1_MT_Grenfell_4.0619",32.4706917,10.6848374,32.91,0.78,11,1,4,3.20388794,0,0,0,0,0,38.7657318115234,-53.5267524719238,241.464218139648,-31.3264857700897,145.304937495977,241.464561332949,"AM1_MT_Grenfell_4","0619"
"AM1_MT_Grenfell_4.0038",32.3230934,6.08590022,33.96,2.86,6,2,4,4.14263916,0,0,0,0,0,71.8777542114258,-6.51688718795776,242.467529296875,-31.3260617951951,145.305285377517,242.467937267385,"AM1_MT_Grenfell_4","0038"
"AM1_MT_Grenfell_4.0570",32.2537498,8.65733922,32.09,0.25,10,1,4,4.48323059,0,0,0,0,0,-39.7211036682129,-14.6639223098755,242.254989624023,-31.3261352733408,145.304112890857,242.25513011869,"AM1_MT_Grenfell_4","0570"
"AM1_MT_Grenfell_4.0017",31.7347298,6.5260075,30.85,1.5,6,1,4,3.21009827,0,0,0,0,0,4.85816955566406,41.6999244689941,243.496292114258,-31.3256269389692,145.304581252269,243.496430819854,"AM1_MT_Grenfell_4","0017"
"AM1_MT_Grenfell_4.1257",31.48423,14.0095502,33.82,2.8,14,1,4,1.20614624,0,0,0,0,0,50.4246635437012,48.8705978393555,243.337646484375,-31.3255622669077,145.305059982955,243.33803359326,"AM1_MT_Grenfell_4","1257"
"AM1_MT_Grenfell_4.0641",31.1587467,7.19348341,31.7,1.05,8,0,4,2.51992798,0,0,0,0,0,22.6679954528809,39.6984405517578,243.313705444336,-31.3256449897587,145.304768366046,243.313869723119,"AM1_MT_Grenfell_4","0641"
"AM1_MT_Grenfell_4.1070",30.8284874,8.42321068,30.66,2.19,7,1,4,3.41950989,0,0,0,0,0,51.1102027893066,22.8667068481445,242.899017333984,-31.325796791116,145.305067186736,242.899263076484,"AM1_MT_Grenfell_4","1070"
"AM1_MT_Grenfell_4.0332",30.2798347,6.70948476,30.84,2.74,6,1,4,2.91229248,0,0,0,0,0,-51.3200645446777,0.884849786758423,241.772094726562,-31.3259950413895,145.303991029848,241.772301061079,"AM1_MT_Grenfell_4","0332"
"AM1_MT_Grenfell_4.0696",30.0944633,9.16361511,29.53,1.3,9,0,4,3.99452209,0,0,0,0,0,63.3492736816406,5.28986644744873,242.604141235352,-31.3259553127694,145.305195774342,242.604457742535,"AM1_MT_Grenfell_4","0696"
"AM1_MT_Grenfell_4.0044",29.6704254,9.15288553,29.02,1.25,9,1,4,2.18704224,0,0,0,0,0,-81.6736450195312,16.4209480285645,242.371948242188,-31.3258549224607,145.303672128862,242.372491898946,"AM1_MT_Grenfell_4","0044"
"AM1_MT_Grenfell_4.0414",29.5306759,7.22003877,29.18,0.47,7,1,4,3.2958374,0,0,0,0,0,58.9340476989746,3.31837344169617,242.682510375977,-31.3259730935316,145.305149387004,242.682783261873,"AM1_MT_Grenfell_4","0414"
"AM1_MT_Grenfell_4.0798",29.3629532,16.7590946,27.1,3.56,16,1,4,1.84625244,0,0,0,0,0,14.1079902648926,30.8084659576416,243.620056152344,-31.3257251669338,145.304678432955,243.620146443136,"AM1_MT_Grenfell_4","0798"
"AM1_MT_Grenfell_4.0611",29.2754669,11.6678596,29.18,0.7,11,1,4,4.58673096,0,0,0,0,0,13.2561597824097,63.4948310852051,243.662536621094,-31.3254303747132,145.304669483003,243.662867686711,"AM1_MT_Grenfell_4","0611"
"AM1_MT_Grenfell_4.0610",29.2394409,6.34141564,29.48,0.61,7,1,4,2.86004639,0,0,0,0,0,14.5085344314575,44.0876884460449,243.443756103516,-31.325605404087,145.30468264097,243.443925570697,"AM1_MT_Grenfell_4","0610"
"AM1_MT_Grenfell_4.0401",29.1292362,8.43294933,30.62,1.95,9,0,4,3.04148865,0,0,0,0,0,31.25537109375,38.9128494262695,243.384094238281,-31.3256520746638,145.304858586836,243.384289923124,"AM1_MT_Grenfell_4","0401"
"AM1_MT_Grenfell_4.0527",28.7453251,7.61699229,28.57,1.14,8,0,4,2.99537659,0,0,0,0,0,39.5764999389649,2.97385787963867,243.011260986328,-31.3259762014747,145.304946011815,243.011384353973,"AM1_MT_Grenfell_4","0527"
"AM1_MT_Grenfell_4.0559",28.4235916,5.40632792,29.27,3.29,7,3,4,3.21295166,0,0,0,0,0,66.5959777832031,-9.958176612854,242.600021362305,-31.3260928318587,145.305229886029,242.600376512855,"AM1_MT_Grenfell_4","0559"
"AM1_MT_Grenfell_4.0150",28.309124,11.8494421,27.55,4.11,11,1,4,2.78569031,0,0,0,0,0,4.3711667060852,-47.4293212890625,242.034225463867,-31.3264307790828,145.304576136117,242.034404007718,"AM1_MT_Grenfell_4","0150"
